StockCode,Description,transaction_count,total_units_sold,min_price,max_price,median_price,mean_price,std_price,cost_price,fixed_costs,competitor_prices,category,month,rating,ad_spend
47590A,Blue Happy Birthday Bunting,700,4829,3.2,11.26,5.45,5.7899,1.4118,3.27,0.1635,"[3.2, 4.19, 4.65, 5.45, 10.79, 11.02, 11.26]",Sports,12,4.8,4743.09
47590B,Pink Happy Birthday Bunting,894,5778,4.19,11.02,5.45,5.7373,1.3062,3.27,0.1635,"[4.19, 4.65, 5.45, 10.79, 11.02]",Electronics,10,3.7,2892.43
47590b,Pink Happy Birthday Bunting,10,13,10.79,11.02,10.79,10.813,0.0727,6.474,0.3237,"[10.79, 11.02]",Home,11,2.7,3405.08
47591A,Carousel Des Child'S Apron,70,163,1.65,1.66,1.65,1.6547,0.005,0.99,0.0495,"[1.65, 1.66]",Clothing,5,4.0,243.09
47591B,Scotties Des Child'S Apron,297,1114,1.33,4.3,1.65,1.669,0.2146,0.99,0.0495,"[1.33, 1.45, 1.63, 1.65, 1.66, 4.21, 4.3]",Beauty,12,4.8,1350.8
47591C,Blue Fairy Cake Child'S Apron,159,1051,1.65,4.3,1.95,2.0914,0.5996,1.17,0.0585,"[1.65, 1.95, 4.21, 4.3]",Clothing,2,4.7,4556.06
47591D,Pink Fairy Cake Child'S Apron,1178,9520,1.19,4.3,1.95,2.1208,0.6329,1.17,0.0585,"[1.19, 1.2, 1.33, 1.65, 1.95, 4.13, 4.21, 4.3]",Sports,12,3.5,4054.7
47591d,Pink Fairy Cake Childrens Apron,74,290,4.96,5.06,4.96,4.9911,0.0466,2.976,0.1488,"[4.96, 5.06]",Beauty,2,5.0,1977.89
47592A,Carousel Des Child'S Overall,101,331,1.66,4.21,1.66,1.8421,0.3182,0.996,0.0498,"[1.66, 2.1, 4.21]",Home,4,4.9,658.56
47592B,Scotties Design Child'S Overall,29,67,1.66,2.1,2.1,1.9331,0.2173,1.26,0.063,"[1.66, 2.1]",Sports,4,3.9,119.6
47593A,Carousel Design Baby Bib,99,303,0.29,1.25,0.85,0.9405,0.2787,0.51,0.0255,"[0.29, 0.85, 1.25]",Home,7,5.0,4277.84
47593B,Scotties Design Baby Bib,370,2367,0.39,2.57,0.83,0.7954,0.2773,0.498,0.0249,"[0.39, 0.83, 0.85, 1.25, 2.51, 2.57]",Electronics,8,3.8,1087.77
47594A,Carousel Design Washbag,107,346,1.63,4.3,1.95,2.1023,0.6933,1.17,0.0585,"[1.63, 1.66, 1.95, 4.21, 4.3]",Sports,1,2.6,961.43
47594B,Scotties Design Washbag,124,410,1.63,4.3,1.95,2.1503,0.7523,1.17,0.0585,"[1.63, 1.66, 1.95, 4.13, 4.21, 4.3]",Sports,4,5.0,2078.79
47599A,Pink Party Bags,381,6046,1.52,4.3,2.1,2.2896,0.6595,1.26,0.063,"[1.52, 1.69, 2.1, 4.13, 4.21, 4.3]",Home,1,5.0,4485.73
47599B,Blue Party Bags,295,3568,1.52,4.21,2.1,2.2214,0.5384,1.26,0.063,"[1.52, 1.69, 2.1, 4.13, 4.21]",Sports,4,5.0,3125.09
48173C,Door Mat Black Flock,515,4104,4.0,15.79,7.95,7.9066,1.9002,4.77,0.2385,"[4.0, 4.58, 5.95, 6.35, 6.75, 7.08, 7.49, 7.95, 8.25, 13.57, 13.87, 14.13, 14.43, 15.79]",Sports,4,4.6,4590.36
48173c,Door Mat Black Flock,39,78,13.57,16.98,16.98,15.7374,1.557,10.188,0.5094,"[13.57, 13.87, 14.43, 16.63, 16.98]",Clothing,11,5.0,4544.03
51012C,"Feather Duster, Coal Black",28,171,1.25,1.25,1.25,1.25,0.0,0.75,0.0375,[1.25],Home,2,3.6,4085.33
51014A,"Feather Pen,Hot Pink",385,6748,0.2,1.7,0.83,0.8265,0.4075,0.498,0.0249,"[0.2, 0.39, 0.72, 0.83, 0.85, 1.63, 1.66, 1.7]",Sports,9,3.5,4189.68
51014C,"Feather Pen,Coal Black",275,4390,0.39,1.7,0.85,0.8317,0.3891,0.51,0.0255,"[0.39, 0.72, 0.83, 0.85, 1.63, 1.66, 1.7]",Home,6,4.8,3253.76
51014L,"Feather Pen,Light Pink",231,3493,0.2,1.7,0.83,0.7772,0.3536,0.498,0.0249,"[0.2, 0.39, 0.72, 0.83, 0.85, 1.63, 1.66, 1.7]",Clothing,3,4.7,3618.66
51020A,Summer Fun Design Shower Cap,52,1305,0.29,1.25,1.25,0.8438,0.4789,0.75,0.0375,"[0.29, 1.25]",Beauty,4,3.7,1932.46
51020B,Stripy Design Shower Cap,62,1087,0.29,1.25,1.25,0.9713,0.4393,0.75,0.0375,"[0.29, 1.25]",Clothing,8,5.0,1379.4
62043B,Blue Check Bag W Handle 34X20Cm,10,54,0.83,1.65,1.24,1.24,0.4322,0.744,0.0372,"[0.83, 1.65]",Beauty,10,3.7,3634.74
62074B,Elephant Clip W Suction Cup,13,38,0.42,0.42,0.42,0.42,0.0,0.252,0.0126,[0.42],Beauty,12,3.2,303.73
62086A,Pink Retro Big Flower Bag,24,113,1.95,1.95,1.95,1.95,0.0,1.17,0.0585,[1.95],Home,10,4.5,3558.44
62094B,Turq Ice Cream Bum Bag,68,306,0.85,5.06,5.06,3.9524,1.4188,3.036,0.1518,"[0.85, 2.1, 2.55, 4.96, 5.06]",Beauty,4,4.9,2138.81
62095B,Turqoise Ice Cream Sunhat,21,292,0.85,3.36,1.69,1.5581,0.5481,1.014,0.0507,"[0.85, 1.45, 1.69, 3.36]",Clothing,11,5.0,700.62
62096A,Pink/Yellow Flowers Handbag,93,395,1.25,8.47,1.25,2.2273,1.1976,0.75,0.0375,"[1.25, 1.95, 3.36, 8.47]",Sports,7,5.0,3970.44
62096B,Purple/Turq Flowers Handbag,83,257,1.25,8.65,1.95,2.3155,1.3948,1.17,0.0585,"[1.25, 1.95, 3.36, 8.47, 8.65]",Home,1,4.8,2958.58
71028B,Silver Blue Egg T-Light Holder,13,494,0.38,3.43,1.65,1.8408,1.3901,0.99,0.0495,"[0.38, 1.65, 3.36, 3.43]",Clothing,9,4.1,1148.0
71101E,Standing Fairy Pole Support,49,779,0.72,0.85,0.85,0.8367,0.0398,0.51,0.0255,"[0.72, 0.85]",Home,11,4.8,3451.53
71406C,Black Orange Squeezer,37,223,0.42,0.86,0.42,0.4665,0.1354,0.252,0.0126,"[0.42, 0.84, 0.86]",Electronics,3,4.2,2626.56
71495A,Cd Wall Tidy Blue Office,20,225,0.36,0.84,0.83,0.6395,0.2231,0.498,0.0249,"[0.36, 0.42, 0.83, 0.84]",Sports,12,4.3,1227.27
71495B,Cd Wall Tidy Red Flowers,19,306,0.36,0.84,0.42,0.5384,0.2084,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84]",Home,3,3.7,2108.1
71496A,A4 Wall Tidy Blue Office,20,260,0.53,1.49,1.46,1.0745,0.4578,0.876,0.0438,"[0.53, 0.65, 1.46, 1.49]",Electronics,11,4.5,3423.21
72023F,Red Organic Candle In Glass,51,640,0.85,2.51,1.25,1.35,0.3977,0.75,0.0375,"[0.85, 1.25, 2.51]",Sports,4,4.5,174.11
72024U,Lilac Votive Candle,11,220,0.21,0.21,0.21,0.21,0.0,0.126,0.0063,[0.21],Clothing,7,3.6,4982.5
72051S,Bag Of Silver Stones,59,307,0.42,0.86,0.83,0.6622,0.2095,0.498,0.0249,"[0.42, 0.83, 0.84, 0.86]",Beauty,1,3.9,4022.72
72140E,Best Dad Candle Letters,30,219,0.64,1.7,0.85,0.8913,0.2209,0.51,0.0255,"[0.64, 0.85, 1.66, 1.7]",Home,12,5.0,1927.08
72140F,Happy Anniversary Candle Letters,15,175,0.36,0.42,0.42,0.416,0.0155,0.252,0.0126,"[0.36, 0.42]",Sports,5,4.4,290.73
72225C,Lavender Scent Cake Candle,38,1926,0.21,0.29,0.29,0.2689,0.0357,0.174,0.0087,"[0.21, 0.29]",Electronics,8,4.2,4092.34
72225D,Vanilla Scent Cake Candle,11,962,0.21,0.29,0.29,0.2682,0.0374,0.174,0.0087,"[0.21, 0.29]",Home,3,4.8,4027.03
72349B,Set/6 Purple Butterfly T-Lights,300,2025,1.69,4.3,2.1,2.4295,0.7945,1.26,0.063,"[1.69, 2.1, 4.13, 4.21, 4.3]",Clothing,3,4.7,555.19
72349b,Set/6 Purple Butterfly T-Lights,121,218,4.13,4.3,4.13,4.1687,0.0461,2.478,0.1239,"[4.13, 4.21, 4.3]",Beauty,11,4.3,3918.71
72351A,Set/6 Turquoise Butterfly T-Lights,413,3762,1.69,4.3,2.1,2.2993,0.6607,1.26,0.063,"[1.69, 1.87, 2.1, 4.13, 4.21, 4.3]",Home,11,3.6,3618.04
72351B,Set/6 Pink  Butterfly T-Lights,519,5821,1.69,4.3,2.1,2.3726,0.753,1.26,0.063,"[1.69, 2.1, 4.13, 4.21, 4.3]",Sports,10,2.8,2378.95
72351a,Set/6 Turquoise Butterfly T-Lights,30,40,4.13,4.21,4.21,4.186,0.0373,2.526,0.1263,"[4.13, 4.21]",Clothing,2,5.0,4172.19
72369A,Pink Clear Glass Candle Plate,15,67,1.25,2.51,1.25,1.7473,0.6307,0.75,0.0375,"[1.25, 2.46, 2.51]",Electronics,10,5.0,1374.27
72529W,White Advent Candle,47,464,1.69,4.3,2.12,2.4579,0.8348,1.272,0.0636,"[1.69, 2.12, 4.21, 4.3]",Home,7,3.0,3555.6
72606A,Brown Antique Cube Candle,18,226,0.42,0.42,0.42,0.42,0.0,0.252,0.0126,[0.42],Sports,6,2.8,3466.63
72739B,White Chocolate Scent Candle,28,394,0.3,2.57,2.51,1.8354,0.8794,1.506,0.0753,"[0.3, 0.65, 1.25, 2.51, 2.57]",Clothing,12,5.0,3554.12
72739C,Dark Chocolate Scentcandle,23,326,0.3,2.57,1.25,1.6783,0.8407,0.75,0.0375,"[0.3, 0.65, 1.25, 2.57]",Electronics,7,5.0,1145.36
72740A,Large Strawberry Chocolate Candle,12,65,1.25,5.17,5.17,3.8617,1.6729,3.102,0.1551,"[1.25, 2.55, 5.17]",Sports,3,4.7,4762.47
72750A,"F.Fairy S/3 Candle/Glass,Lily/Vally",16,383,1.95,5.95,1.95,2.45,1.3663,1.17,0.0585,"[1.95, 5.95]",Home,2,4.8,4935.34
72750B,"F.Fairy S/3 Candle/Glass,Lavender",39,496,1.95,5.95,1.95,3.0782,1.8235,1.17,0.0585,"[1.95, 5.95]",Electronics,4,3.9,4136.26
72750C,"F.Fairy S/3 Candle/Glass, Rose",15,232,1.95,5.95,1.95,2.75,1.6562,1.17,0.0585,"[1.95, 5.95]",Electronics,1,5.0,1313.04
72750D,F.Fairy S/3 Candle/Glass,11,110,1.95,5.95,1.95,2.6773,1.6181,1.17,0.0585,"[1.95, 5.95]",Sports,12,5.0,1571.77
72753A,S/3 Flwr Fairy Lilly Candles,14,315,2.1,7.95,2.1,3.735,2.6831,1.26,0.063,"[2.1, 7.78, 7.95]",Beauty,7,2.6,846.61
72753B,S/3 Flwr Fairy Lavender Candles,14,445,2.1,7.95,2.1,3.3414,2.4672,1.26,0.063,"[2.1, 7.78, 7.95]",Electronics,12,5.0,4157.17
72755C,Flower Fairy Oil Burner Set Rose,14,592,1.25,4.25,1.25,1.8929,1.2774,0.75,0.0375,"[1.25, 4.25]",Electronics,5,5.0,1269.51
72755D,Flower Fairy Oil Burner Set Summer,13,533,1.25,4.25,1.25,1.9423,1.3156,0.75,0.0375,"[1.25, 4.25]",Beauty,9,4.7,555.72
72760B,Vintage Cream 3 Basket Cake Stand,512,1739,8.49,21.7,9.95,10.8141,3.189,5.97,0.2985,"[8.49, 9.95, 20.79, 21.23, 21.7]",Sports,1,4.9,4978.95
72771B,Burg Flock Gold Cup/Candle,10,129,0.42,4.3,0.42,1.196,1.636,0.252,0.0126,"[0.42, 4.3]",Sports,11,3.3,4130.23
72796B,S/3 French Vanilla Squ Candle,13,27,1.65,1.65,1.65,1.65,0.0,0.99,0.0495,[1.65],Sports,7,4.5,3884.8
72798C,Set/4 Garden Rose Dinner Candle,16,29,1.65,3.43,1.65,2.0819,0.7727,0.99,0.0495,"[1.65, 3.36, 3.43]",Clothing,3,3.7,4883.5
72799A,Black Pillar Candle Silver Flock,18,612,1.25,2.95,2.95,2.4556,0.775,1.77,0.0885,"[1.25, 2.55, 2.95]",Beauty,11,4.0,2852.65
72799B,Purple Pillar Candle Black Flock,16,322,1.25,6.04,2.95,3.6644,2.2511,1.77,0.0885,"[1.25, 2.95, 6.04]",Electronics,5,5.0,3201.18
72799C,Pink Pillar Candle Silver Flock,48,471,0.79,6.04,2.95,3.0662,1.6184,1.77,0.0885,"[0.79, 1.25, 2.95, 5.79, 5.91, 6.04]",Beauty,9,4.5,183.1
72799D,Blue Pillar Candle Silver Flock,19,78,2.55,6.04,2.95,3.7421,1.4138,1.77,0.0885,"[2.55, 2.95, 6.04]",Electronics,1,3.4,2179.07
72799E,Ivory Pillar Candle Silver Flock,192,1265,0.79,6.04,2.95,2.9463,0.8134,1.77,0.0885,"[0.79, 1.25, 2.55, 2.95, 3.29, 3.36, 5.91, 6.04]",Sports,5,5.0,4271.3
72799F,Ivory Pillar Candle Gold Flock,113,1136,1.25,6.04,2.95,3.1044,1.0398,1.77,0.0885,"[1.25, 2.55, 2.95, 3.29, 3.36, 5.91, 6.04]",Electronics,4,4.3,1917.77
72800A,S/4 Black Dinner Candle Silver Floc,49,677,0.79,5.17,2.55,2.9557,1.3714,1.53,0.0765,"[0.79, 2.1, 2.55, 5.06, 5.17]",Sports,9,4.6,4168.59
72800B,S/4 Purple Dinner Candle Blk Flock,99,1002,0.79,5.17,2.55,2.6177,1.0862,1.53,0.0765,"[0.79, 0.85, 2.1, 2.55, 4.96, 5.06, 5.17]",Clothing,3,4.8,243.87
72800C,S/4 Pink Dinner Candle Silver Flock,82,662,0.79,5.17,2.55,2.653,1.1661,1.53,0.0765,"[0.79, 0.85, 2.1, 2.55, 4.96, 5.06, 5.17]",Beauty,4,4.6,2734.27
72800D,S/4 Blue Dinner Candle Silver Flock,92,651,0.79,5.17,2.55,2.6991,0.9369,1.53,0.0765,"[0.79, 0.85, 2.1, 2.55, 4.96, 5.06, 5.17]",Home,12,4.5,1767.05
72800E,4 Ivory Dinner Candles Silver Flock,314,1459,0.79,5.17,2.55,2.4959,0.7746,1.53,0.0765,"[0.79, 0.85, 2.1, 2.55, 3.29, 3.36, 5.06, 5.17]",Home,3,4.4,1855.8
72800F,4 Ivory Dinner Candles Gold Flock,72,825,0.79,5.17,2.55,2.4996,0.919,1.53,0.0765,"[0.79, 2.1, 2.55, 5.06, 5.17]",Electronics,3,4.5,4275.14
72801C,S/4 Rose Pink Dinner Candles,57,720,0.42,2.51,1.25,1.366,0.5435,0.75,0.0375,"[0.42, 1.06, 1.25, 2.46, 2.51]",Electronics,4,4.3,3342.68
72801D,S/4 Sky Blue Dinner Candles,63,566,0.42,2.51,1.25,1.4443,0.543,0.75,0.0375,"[0.42, 1.06, 1.25, 2.46, 2.51]",Sports,4,3.9,4684.16
72801E,S/4 Festive Green Dinner Candles,24,769,0.42,2.51,1.25,1.1988,0.3951,0.75,0.0375,"[0.42, 1.25, 2.51]",Clothing,10,4.7,1444.67
72801F,S/4 Festive Red Dinner Candles,25,234,1.25,1.25,1.25,1.25,0.0,0.75,0.0375,[1.25],Beauty,3,4.9,2481.05
72801G,S/4 Burgundy Wine Dinner Candles,67,1337,0.42,2.51,1.25,1.3506,0.5491,0.75,0.0375,"[0.42, 1.25, 2.46, 2.51]",Clothing,6,4.2,3876.57
72801c,S/4 Rose Pink Dinner Candles,36,62,2.46,2.51,2.46,2.4753,0.0234,1.476,0.0738,"[2.46, 2.51]",Clothing,9,5.0,241.5
72801d,S/4 Sky Blue Dinner Candles,61,103,2.46,2.51,2.46,2.4764,0.0237,1.476,0.0738,"[2.46, 2.51]",Beauty,1,4.9,4982.29
72802A,Rose Scent Candle In Jewelled Box,193,946,3.81,8.47,4.25,4.4894,1.0462,2.55,0.1275,"[3.81, 4.25, 8.29, 8.47]",Clothing,6,4.8,36.84
72802B,Ocean Scent Candle In Jewelled Box,222,1590,0.5,8.47,4.25,4.4241,1.1636,2.55,0.1275,"[0.5, 1.0, 1.25, 3.81, 4.25, 8.29, 8.47]",Beauty,5,3.4,2255.39
72802C,Vanilla Scent Candle Jewelled Box,287,2228,0.5,8.65,4.25,4.5844,1.3539,2.55,0.1275,"[0.5, 1.0, 1.25, 3.81, 4.25, 8.29, 8.47, 8.65]",Electronics,1,3.5,1339.97
72803A,Rose Scent Candle Jewelled Drawer,102,733,0.5,8.65,4.25,4.3762,0.9196,2.55,0.1275,"[0.5, 3.81, 4.25, 8.47, 8.65]",Sports,10,4.5,4067.28
72803B,Ocean Scent Candle Jewelled Drawer,40,94,4.25,8.47,4.25,4.461,0.9314,2.55,0.1275,"[4.25, 8.47]",Beauty,7,5.0,1543.54
72807A,Set/3 Rose Candle In Jewelled Box,233,972,3.81,8.65,4.25,5.7525,2.033,2.55,0.1275,"[3.81, 4.25, 8.29, 8.47, 8.65]",Electronics,2,5.0,4395.89
72807B,Set/3 Ocean Scent Candle Jewel Box,241,1093,3.81,8.65,4.25,5.266,1.8225,2.55,0.1275,"[3.81, 4.25, 8.29, 8.47, 8.65]",Beauty,5,4.8,144.33
72807C,Set/3 Vanilla Scented Candle In Box,361,2019,3.81,8.65,4.25,5.3722,1.8893,2.55,0.1275,"[3.81, 4.25, 8.29, 8.47, 8.65]",Home,2,4.8,774.59
72807b,Set/3 Ocean Scent Candle Jewel Box,19,26,8.29,8.65,8.47,8.4889,0.1327,5.082,0.2541,"[8.29, 8.47, 8.65]",Electronics,7,4.5,1342.63
72807c,Set/3 Vanilla Scented Candle In Box,44,60,8.29,8.65,8.47,8.4945,0.107,5.082,0.2541,"[8.29, 8.47, 8.65]",Beauty,3,4.2,94.56
75013B,"String Of 8 Butterflies,Pink",82,395,1.25,3.43,1.65,2.0137,0.7267,0.99,0.0495,"[1.25, 1.45, 1.65, 2.7, 3.36, 3.43]",Beauty,1,4.6,838.55
75049L,Large Circular Mirror Mobile,357,13993,0.85,2.57,1.25,1.5534,0.65,0.75,0.0375,"[0.85, 1.25, 2.46, 2.51, 2.57]",Sports,3,3.4,4104.74
75149N,String Crystals Natural,25,272,1.25,1.25,1.25,1.25,0.0,0.75,0.0375,[1.25],Electronics,2,3.0,1508.15
77101A,Union Flag Windsock,92,1088,1.06,2.57,1.25,1.493,0.5283,0.75,0.0375,"[1.06, 1.25, 2.46, 2.51, 2.57]",Sports,5,5.0,2213.82
78034B,Blue Netting Storage Hanger,11,16,1.95,1.95,1.95,1.95,0.0,1.17,0.0585,[1.95],Beauty,7,3.8,4192.69
79026B,"S/4 Icon Coaster,Elvis Lives",38,70,0.39,2.57,1.25,1.5868,0.861,0.75,0.0375,"[0.39, 1.25, 2.51, 2.57]",Clothing,4,5.0,2148.76
79030A,"Tumbler, English Rose",33,171,1.65,13.0,1.65,5.6924,5.4309,0.99,0.0495,"[1.65, 12.72, 13.0]",Beauty,6,3.2,1390.6
79030D,"Tumbler, Baroque",64,1022,0.39,12.72,0.97,2.1752,3.5995,0.582,0.0291,"[0.39, 0.6, 0.97, 1.65, 5.79, 12.46, 12.72]",Clothing,12,2.3,2399.32
79030G,"Tumbler, New England",125,1766,0.39,13.0,1.65,3.003,4.1178,0.99,0.0495,"[0.39, 1.65, 5.79, 12.46, 12.72, 13.0]",Home,12,4.3,4591.66
79051A,Smokey Grey Colour D.O.F. Glass,62,954,0.29,6.04,0.29,0.719,1.2169,0.174,0.0087,"[0.29, 0.53, 0.65, 0.97, 5.91, 6.04]",Sports,4,4.3,1677.04
79063C,"Retro Pill Box Key Chain,The King",14,235,0.18,0.19,0.19,0.1893,0.0027,0.114,0.0057,"[0.18, 0.19]",Home,9,5.0,4035.43
79063D,"Retro Pill Box , Revolutionary",12,190,0.18,0.42,0.19,0.2083,0.0667,0.114,0.0057,"[0.18, 0.19, 0.42]",Electronics,2,5.0,1662.84
79066K,Retro Mod Tray,249,1434,0.64,1.7,0.85,1.082,0.3701,0.51,0.0255,"[0.64, 0.85, 1.63, 1.66, 1.7]",Home,3,4.5,2293.13
79066k,Retro Mod Tray,17,27,1.63,1.66,1.66,1.6459,0.0154,0.996,0.0498,"[1.63, 1.66]",Electronics,7,3.5,4677.99
79071B,English Rose Metal Waste Bin,67,154,2.95,5.91,2.95,3.1709,0.7837,1.77,0.0885,"[2.95, 5.91]",Home,7,5.0,56.21
79144B,Painted Lightbulb Star+ Moon,98,360,0.37,0.86,0.83,0.6428,0.2096,0.498,0.0249,"[0.37, 0.42, 0.83, 0.84, 0.86]",Clothing,8,4.9,599.29
79144C,Painted Lightbulb Rainbow Design,102,313,0.37,0.86,0.83,0.7285,0.185,0.498,0.0249,"[0.37, 0.42, 0.83, 0.84, 0.86]",Clothing,1,3.7,3576.58
79149B,Silicon Star Bulb  Blue,14,32,0.42,0.42,0.42,0.42,0.0,0.252,0.0126,[0.42],Home,11,4.8,3234.38
79161A,St George Set Of 10 Party Lights,16,51,2.95,2.95,2.95,2.95,0.0,1.77,0.0885,[2.95],Sports,7,4.4,2539.08
79190A,Retro Plastic 70'S Tray,122,808,0.42,0.85,0.42,0.5776,0.2001,0.252,0.0126,"[0.42, 0.81, 0.83, 0.85]",Clothing,10,5.0,3394.62
79190B,Retro Plastic Polka Tray,138,1503,0.32,0.85,0.42,0.5407,0.19,0.252,0.0126,"[0.32, 0.42, 0.81, 0.83, 0.85]",Beauty,8,4.0,1192.38
79190D,Retro Plastic Daisy Tray,114,657,0.42,0.85,0.42,0.5611,0.1968,0.252,0.0126,"[0.42, 0.81, 0.83, 0.85]",Clothing,11,3.9,397.3
79191B,Retro Plastic Polka Tray,72,485,0.63,1.7,0.85,1.0385,0.3497,0.51,0.0255,"[0.63, 0.85, 1.63, 1.66, 1.7]",Beauty,11,4.4,4611.1
79191C,Retro Plastic Elephant Tray,161,1624,0.63,1.7,0.85,0.9796,0.313,0.51,0.0255,"[0.63, 0.85, 1.66, 1.7]",Home,8,4.0,800.11
79191D,Retro Plastic Daisy Tray,56,138,0.85,1.7,0.85,1.2093,0.4039,0.51,0.0255,"[0.85, 1.63, 1.66, 1.7]",Beauty,1,5.0,2138.49
79192A,Retro Plastic 70'S Tray,35,114,1.25,2.57,1.25,1.4317,0.4517,0.75,0.0375,"[1.25, 2.51, 2.57]",Clothing,2,5.0,2125.83
79302M,"Art Lights,Funk Monkey",114,654,2.55,6.04,2.95,3.7074,1.3752,1.77,0.0885,"[2.55, 2.95, 5.79, 5.91, 6.04]",Electronics,4,4.0,1054.01
79303B,Blue Star Block Table Lamp,10,109,2.95,6.04,5.91,4.752,1.5517,3.546,0.1773,"[2.95, 5.91, 6.04]",Clothing,2,3.2,2072.72
79303D,Lilac Flower Block Table Lamp,19,78,2.95,6.04,5.91,4.8605,1.5001,3.546,0.1773,"[2.95, 5.91, 6.04]",Electronics,8,3.2,378.08
79315W,Flying Saucer Table Light In White,13,199,2.95,6.04,2.95,4.3562,1.5814,1.77,0.0885,"[2.95, 5.91, 6.04]",Clothing,12,4.4,808.97
79323B,Black Cherry Lights,59,243,5.45,13.87,6.75,7.7107,2.6186,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Beauty,5,3.2,3691.7
79323G,Gold  Cherry Lights,61,314,5.45,13.87,6.75,7.7123,2.6917,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Sports,8,5.0,3498.13
79323GR,Green Cherry Lights,83,532,5.45,13.87,6.75,7.0975,2.0639,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Electronics,4,3.9,1869.55
79323LP,Light Pink Cherry Lights,170,1433,5.45,13.87,6.75,6.8718,1.7767,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Home,6,4.5,1239.29
79323P,Pink Cherry Lights,266,2281,5.45,13.87,6.75,7.2839,2.4038,4.05,0.2025,"[5.45, 5.95, 6.75, 13.57, 13.87]",Home,7,4.6,2908.85
79323S,Silver Cherry Lights,56,334,5.45,13.87,6.75,7.9071,2.7699,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Beauty,4,3.7,1444.23
79323W,White Cherry Lights,350,3004,5.45,13.87,6.75,7.03,2.1182,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Home,8,5.0,4146.92
79342B,Brown Flower Lights,34,119,5.45,13.87,6.75,8.7265,3.2012,4.05,0.2025,"[5.45, 6.75, 13.57, 13.87]",Home,7,4.7,3812.55
81950B,Flower Blue Clock W/Sucker,36,217,0.29,1.66,0.85,0.9194,0.5216,0.51,0.0255,"[0.29, 0.85, 1.66]",Clothing,2,2.7,1366.4
81950V,Flower Purple Clock W/Sucker,12,33,0.29,0.85,0.85,0.6633,0.2757,0.51,0.0255,"[0.29, 0.85]",Sports,3,3.0,3954.92
81952B,Round Blue Clock W/Sucker,20,254,0.19,1.66,0.745,0.7045,0.5696,0.447,0.0224,"[0.19, 0.64, 0.85, 1.66]",Sports,4,4.7,1950.91
81952V,Round Purple Clock W/Sucker,49,466,0.19,1.7,0.19,0.6812,0.6183,0.114,0.0057,"[0.19, 0.64, 0.85, 1.66, 1.7]",Sports,5,3.6,1329.99
82001S,Vinyl Record Frame Silver,237,2956,3.39,7.78,3.75,4.2929,1.4964,2.25,0.1125,"[3.39, 3.75, 7.46, 7.62, 7.78]",Sports,5,5.0,3268.14
82001s,Vinyl Record Frame Silver,29,125,7.46,7.62,7.46,7.471,0.0413,4.476,0.2238,"[7.46, 7.62]",Beauty,9,3.9,2713.38
82011A,"Bathroom Scales, Tropical Beach",34,59,3.75,7.62,3.75,4.3597,1.3804,2.25,0.1125,"[3.75, 4.21, 7.62]",Sports,2,5.0,4616.12
82011B,Bathroom Scales Rubber Ducks,49,94,2.95,7.78,3.75,4.2408,1.4205,2.25,0.1125,"[2.95, 3.75, 7.62, 7.78]",Home,6,4.1,1936.01
82011C,Bathroom Scales Footprints In Sand,73,133,2.95,7.78,3.75,5.1971,1.9466,2.25,0.1125,"[2.95, 3.75, 7.62, 7.78]",Sports,11,2.5,2604.72
82494L,Wooden Frame Antique White,2063,15645,2.3,7.78,2.95,3.1953,1.1624,1.77,0.0885,"[2.3, 2.55, 2.95, 4.13, 7.46, 7.62, 7.78]",Home,12,3.7,1278.61
82494l,Wooden Frame Antique White,88,424,7.62,8.47,8.29,8.2243,0.2744,4.974,0.2487,"[7.62, 8.29, 8.47]",Home,2,5.0,3354.42
82545A,Cognac Aux Oeufs Metal 1 Hook,11,31,1.25,1.25,1.25,1.25,0.0,0.75,0.0375,[1.25],Home,10,5.0,1564.32
82607A,Glass Bonbon Jar Parfume Aux Fleure,161,670,1.06,2.57,1.25,1.8043,0.6338,0.75,0.0375,"[1.06, 1.25, 2.51, 2.57]",Beauty,11,4.7,3010.26
82607C,Glass Bonbon Jar. Superfines,43,115,1.25,2.57,2.51,1.9016,0.6444,1.506,0.0753,"[1.25, 2.51, 2.57]",Beauty,11,4.2,3706.89
82607E,Glass Bonbon Jar. D'Amandes,26,101,1.25,1.25,1.25,1.25,0.0,0.75,0.0375,[1.25],Clothing,9,3.9,3402.36
82613A,"Metal Sign,Cupcake Single Hook",119,533,1.25,2.57,1.25,1.6042,0.5745,0.75,0.0375,"[1.25, 2.46, 2.51, 2.57]",Sports,3,3.6,1124.03
82613B,"Metal Sign,Cupcake Single Hook",232,905,0.42,2.57,1.25,1.7438,0.7367,0.75,0.0375,"[0.42, 0.83, 0.85, 1.25, 2.46, 2.51, 2.57]",Clothing,1,4.1,3257.12
